"ID"	"Link"	"Alias"	"Lang"	"Primary"	"FileVersion"
2366	48	"Mineralwasser Eptinger"	"D"	1	200
2367	521	"Mineralwasser Evian (Cachat)"	"D"	1	200
2368	522	"Mineralwasser Henniez"	"D"	1	200
2369	1173	"Mineralwasser Knutwiler"	"D"	1	200
2370	523	"Mineralwasser Passugger (Theophilquelle)"	"D"	1	200
2371	537	"Mineralwasser Rhäzünser"	"D"	1	200
2372	525	"Mineralwasser San Pellegrino"	"D"	1	200
2373	1095	"Mineralwasser Valais (Montis)"	"D"	1	200
2374	45	"Mineralwasser Valser Classic/Naturelle (St. Petersquelle)"	"D"	1	200
2375	1047	"Mineralwasser Valser Silence (St. Paulsquelle)"	"D"	1	200
2376	1179	"Mineralwasser Vichy-Célestins"	"D"	1	200
2377	550	"Mineralwasser Volvic"	"D"	1	200
2378	548	"Mineralwasser Zurzacher"	"D"	1	200
2379	11525	"Naturaplan Bio Bier naturtrüb alkoholfrei <0.5 vol% (Coop)"	"D"	1	200
2380	1263	"Pastis 51 de Marseille (45 vol%)"	"D"	1	200
2381	13429	"Reis Drink, nature, Calcium angereichert (Durchschnitt von Markenprodukten)"	"D"	1	200
2382	13427	"Reis Drink, nature (Durchschnitt von Markenprodukten)"	"D"	1	200
2383	1264	"Sandeman Ruby Porto (20 vol%)"	"D"	1	200
2384	13431	"Soja Drink, nature, Calcium angereichert (Durchschnitt von Markenprodukten)"	"D"	1	200
2385	13432	"Soja Drink, nature, Calcium und Vitaminen angereichert (Durchschnitt von Markenprodukten)"	"D"	1	200
2386	13422	"Sojasauce (Durchschnitt von Markenprodukten)"	"D"	1	200
2387	1265	"Suze (20 vol%)"	"D"	1	200
2388	13421	"Vanille Zucker (Durchschnitt von Markenprodukten)"	"D"	1	200
2389	1266	"Wodka Wyborowa (40 vol%)"	"D"	1	200
2390	13424	"Worcester Sauce (Durchschnitt von Markenprodukten)"	"D"	1	200
2391	379	"Abricot, cru"	"0"	1	200
2392	1051	"Abricot, cuit,  égoutté (sans adjonction de sucre)"	"F"	1	200
2393	623	"Abricot, non sucré, conserve"	"F"	1	200
2394	469	"Abricot, sec"	"F"	1	200
2395	621	"Abricot, sucré, conserve"	"F"	1	200
2396	10533	"Agar Agar"	"F"	1	200
2397	5	"Agneau, côtelette, crue (Suisse)"	"F"	1	200
2398	675	"Agneau, filet, cru"	"F"	1	200
2399	17	"Agneau, filet, cru (Australie, Nouvelle-Zélande)"	"F"	1	200
2400	17	"Coquille"	"F"	0	200
2401	13273	"Agneau, filet, grillé à point (sans adjonction de graisse ni de sel)"	"F"	1	200
2402	4	"Agneau, gigot, cru (Suisse, Nouvelle-Zélande)"	"F"	1	200
2403	13304	"Agneau, gigot, rôti (sans adjonction de graisse ni de sel)"	"F"	1	200
2404	1110	"Agneau/mouton (moyenne sans abats ni côtelette), cru"	"F"	1	200
2405	18	"Agneau, rack, crue (Australie, Nouvelle-Zélande)"	"F"	1	200
2406	19	"Agneau, ragoût, cru (Suisse)"	"F"	1	200
2407	1126	"Agrume (moyenne), crue"	"F"	1	200
2408	356	"Ail, cru"	"F"	1	200
2409	987	"Airelle rouge, crue"	"F"	1	200
2410	273	"Amande"	"-"	1	200
2411	269	"Amande, grillée, salée"	"n"	1	200
2412	278	"Amande, grillée sans graisse, salée"	"F"	1	200
2414	13398	"Amarante, grain, cuit (sans adjonction de graisse ni de sel)"	"F"	1	200
2415	868	"Amaretti (biscuits aux amandes)"	"F"	1	200
2416	897	"Amidon de blé"	"F"	1	200
2417	897	"Amidon de froment"	"F"	0	200
2418	377	"Ananas, cru"	"3"	1	200
2419	618	"Ananas, non sucré , conserve"	"F"	1	200
2420	617	"Ananas, sucré, conserve"	"F"	1	200
2421	414	"Anchois à l'huile, égouttée"	"F"	1	200
2424	1024	"Asperge, à la vapeur (sans adjonction de sel)"	"F"	1	200
2425	443	"Asperge, crue"	"F"	1	200
2426	1003	"Aubergine, à l'étuvée (sans adjonction de graisse ni de sel)"	"F"	1	200
2428	380	"Avocat, cru"	"n"	1	200
2429	198	"Avoine, flocons"	"F"	1	200
2430	529	"Babeurre"	"F"	1	200
2431	845	"Baguette parisienne"	"F"	1	200
2432	436	"Baie de sureau noir, crue"	"F"	1	200
2433	1119	"Baie (moyenne), crue"	"F"	1	200
2434	1122	"Baie (moyenne), cuite (sans adjonction de sucre)"	"F"	1	200
2435	1577	"Bami Goreng, préparé"	"F"	1	200
2437	740	"Banane, déshydratée (chips)"	"F"	1	200
2438	741	"Banane, mi-sèche"	"F"	1	200
2439	741	"Banane, séchée"	"F"	0	200
2440	464	"Basilic, cru"	"F"	1	200
2441	773	"Bâtonnet de poisson, pané et préfrit"	"F"	1	200
2442	1169	"Bâtonnet de poisson (pané et préfrit), au four (sans adjonction de graisse)"	"F"	1	200
2443	1168	"Bâtonnet de poisson (pané et préfrit), grillé au colza HOLL"	"F"	1	200
2444	871	"Bâtonnets aux noisettes"	"F"	1	200
2445	1212	"Berner Hobelkäse (fromage à rebibes)"	"F"	1	200
2446	1016	"Bette, à la vapeur (sans adjonction de sel)"	"F"	1	200
2447	450	"Bette, crue"	"2"	1	200
2448	450	"Côte de bette"	"2"	0	200
2449	1019	"Betterave rouge, à la vapeur (sans adjonction se sel)"	"F"	1	200
2450	451	"Betterave rouge, crue"	"N"	1	200
2451	451	"Racine rouge"	"N"	0	200
2452	50	"Beurre à rôtir"	"F"	1	200
2453	751	"Beurre d'arachides"	"F"	1	200
2454	751	"Beurre de cacahuète"	"F"	0	200
2455	583	"Beurre de cacao"	"F"	1	200
2457	51	"Beurre de cuisine"	"F"	1	200
2458	60	"Beurre de fromagerie"	"F"	1	200
2459	191	"Beurre mi-gras"	"F"	1	200
2460	859	"Biber"	"F"	1	200
2461	817	"Bière aux cinq céréales"	"F"	1	200
2462	816	"Bière blonde"	"F"	1	200
2463	1183	"Bière panachée (moyenne)"	"F"	1	200
2464	13420	"Bière, sans alcool"	"F"	1	200
2465	1198	"Birchermüesli, préparé (non sucré)"	"F"	1	200
2466	930	"Biscottes"	"F"	1	200
2467	930	"Zwieback"	"F"	0	200
2468	929	"Biscottes complètes"	"F"	1	200
2469	903	"Biscuits aux noisettes"	"F"	1	200
2470	604	"Blanc battu aux fruits, édulcoré"	"F"	1	200
2471	13395	"Blanc battu, nature, maigre"	"N"	1	200
2472	411	"Blanc d'oeuf, cru"	"F"	1	200
2473	939	"Blé, flocons complets"	"F"	1	200
2474	734	"Blé tendre, grains entiers"	"F"	1	200
2475	734	"Froment"	"F"	0	200
2476	35	"Boeuf, bouilli, entremêlé, cru"	"F"	1	200
2477	13291	"Boeuf, bouilli entremêlé, cuit (sans adjonction de graisse ni de sel)"	"F"	1	200
2478	36	"Boeuf, bouilli, maigre, cru"	"F"	1	200
2479	13292	"Boeuf, bouilli maigre, cuit (sans adjonction de graisse ni de sel)"	"F"	1	200
2480	640	"Boeuf, coin, tranche, cru"	"F"	1	200
2481	648	"Boeuf, cou, ragoût (goulache), cru"	"F"	1	200
2482	37	"Boeuf, émincé, cru"	"1"	1	200
2483	720	"Boeuf, entrecôte, cru"	"F"	1	200
2484	30	"Boeuf, entrecôte, cru (Suisse)"	"F"	1	200
2485	31	"Boeuf, entrecôte, cru (USA)"	"F"	1	200
2486	13258	"Boeuf, entrecôte, grillée à point (sans adjonction de graisse ni sel)"	"F"	1	200
2487	32	"Boeuf, entrecôte parisienne, cru (Suisse)"	"F"	1	200
2488	33	"Boeuf, entrecôte parisienne, cru (USA)"	"F"	1	200
2489	1075	"Boeuf, épaule, rôti au four à point (sans adjonction de graisse ni de sel)"	"F"	1	200
2490	1076	"Boeuf, épaule, rôti au four bien cuit (sans adjonction de graisse ni de sel)"	"F"	1	200
2491	1074	"Boeuf, épaule, rôti au four, saignant (sans adjonction de graisse ni de sel)"	"F"	1	200
2492	638	"Boeuf, épaule, rôti, crue"	"F"	1	200
2493	639	"Boeuf, filet, cru"	"F"	1	200
2494	13262	"Boeuf, filet, grillé à point (sans adjonction de graisse ni sel)"	"F"	1	200
2495	657	"Boeuf, foie, cru"	"F"	1	200
2496	6	"Boeuf, haché, cru"	"1"	1	200
2497	13297	"Boeuf, hâché, grillé (sans adjonction de graisse ni de sel)"	"F"	1	200
2498	656	"Boeuf, langue, crue"	"F"	1	200
2499	34	"Boeuf, pièce ronde, tranche, cru"	"F"	1	200
2500	719	"Boeuf, poitrine, cru"	"F"	1	200
2501	1072	"Boeuf, poitrine, cuit (sans adjonction de graisse ni de sel)"	"F"	1	200
2502	38	"Boeuf, ragoût, cru"	"F"	1	200
2503	72	"Boisson de soja, nature"	"N"	1	200
2504	72	"Lait de soja"	"N"	0	200
2505	1040	"Bolet, à l'étuvée (sans adjonction de graisse ni de sel)"	"F"	1	200
2506	455	"Bolet, cru"	"F"	1	200
2507	455	"Cèpe"	"F"	0	200
2508	952	"Bonbon dur"	"F"	1	200
2509	951	"Bonbon gélifié à l'arome de fruit"	"F"	1	200
2510	1272	"Bonhomme en pâte"	"F"	1	200
2511	778	"Boudin"	"F"	1	200
2512	776	"Boudin blanc"	"F"	1	200
2513	776	"Saucisse grise"	"F"	0	200
2514	664	"Bouillon de légumes, preparé"	"F"	1	200
2515	665	"Bouillon de poule, preparé"	"F"	1	200
2516	668	"Bouillon de viande, preparé"	"F"	1	200
2517	791	"Boule de Bâle"	"F"	1	200
2518	851	"Boule de Berlin"	"F"	1	200
2519	705	"Bresaola"	"F"	1	200
2520	947	"Bretzel, sticks salés, secs"	"F"	1	200
2522	613	"Brie, gras"	"F"	1	200
2523	416	"Brochet, cru"	"F"	1	200
2524	1005	"Brocoli, à la vapeur (sans adjonction de sel)"	"F"	1	200
2526	864	"Brun de Bâle"	"F"	1	200
2527	843	"Bürli de St. Gall (farine mi-blanche)"	"F"	1	200
2528	13350	"Cabillaud, filet, à la vapeur (sans adjonction de graisse ni de sel)"	"F"	1	200
2529	282	"Cacahuète"	"2"	1	200
2530	282	"Arachide"	"2"	0	200
2531	407	"Cacahuète, grillée"	"F"	1	200
2532	581	"Cacao en poudre"	"F"	1	200
2533	1186	"Café au lait (claire), non sucré"	"F"	1	200
2534	1186	"Renversé"	"F"	0	200
2535	1185	"Café au lait (foncé), non sucré"	"F"	1	200
2536	1185	"Renversé"	"F"	0	200
2537	1187	"Café au lait, non sucré"	"F"	1	200
2538	1187	"Renversé"	"F"	0	200
2539	1188	"Café crème, non sucré"	"F"	1	200
2540	983	"Café instantané, poudre"	"F"	1	200
2541	994	"Café, noir, non sucré"	"F"	1	200
2542	877	"Cake financier"	"F"	1	200
2543	898	"Cake marbré"	"F"	1	200
2544	887	"Cake tyrolien"	"F"	1	200
2545	764	"Calamar, cru"	"F"	1	200
2546	10486	"Calimocho (Vin rouge avec cola)"	"F"	1	200
2548	614	"Camembert, gras"	"F"	1	200
2550	1644	"Cannellonis à la viande, préparés"	"F"	1	200
2551	1646	"Cannellonis aux épinards à la ricotta, préparés"	"F"	1	200
2552	1121	"Cappuccino (sans poudre de chocolat), non sucré"	"F"	1	200
2553	1692	"Capuns, préparés"	"F"	1	200
2554	954	"Caramel mou"	"F"	1	200
2555	953	"Caramel mou à la crème"	"F"	1	200
2556	1002	"Carotte, à la vapeur (sans adjonction de sel)"	"F"	1	200
2557	355	"Carotte, crue"	"-"	1	200
2558	701	"Carré (filet), cru"	"F"	1	200
2559	415	"Carrelet, cru"	"F"	1	200
2560	415	"Plie"	"F"	0	200
2561	392	"Cassis, cru"	"F"	1	200
2562	1026	"Céleri branche, à la vapeur (sans adjonction de sel)"	"F"	1	200
2563	366	"Céleri branche, cru"	"F"	1	200
2564	1013	"Céleri-rave, à la vapeur (sans adjonction de sel)"	"F"	1	200
2565	357	"Céleri-rave, cru"	"F"	1	200
2566	357	"Céleri pomme"	"F"	0	200
2567	12	"Cerf, entrecôte, crue"	"F"	1	200
2568	487	"Cerf (moyenne), cru"	"F"	1	200
2569	394	"Cerise, crue"	"n"	1	200
2570	1052	"Cerise, cuite,  égouttée (sans adjonction de sucre)"	"F"	1	200
2572	1037	"Champignon, à l'étuvée (sans adjonction de graisse ni de sel)"	"F"	1	200
2573	375	"Champignon, cru"	"0"	1	200
2574	629	"Champignons de Paris, conserve"	"F"	1	200
2575	1129	"Champignons (moyenne), à l'étuvée (sans adjonction de graisse ni de sel)"	"F"	1	200
2576	1128	"Champignons (moyenne), crus"	"F"	1	200
2577	1038	"Chanterelle, à l'étuvée (sans adjonction de graisse ni de sel)"	"F"	1	200
2578	376	"Chanterelle, crue"	"F"	1	200
2579	750	"Chapelure"	"F"	1	200
2580	750	"Panure"	"F"	0	200
2581	1092	"Charcuterie  de volaille"	"F"	1	200
2582	10353	"Charcuterie (moyenne)"	"F"	1	200
2583	272	"Châtaigne, crue"	"n"	1	200
2584	862	"Chausson aux poires"	"F"	1	200
2585	685	"Cheval, filet, cru"	"F"	1	200
2586	13328	"Cheval, filet, grillé à point (sans adjonction de graisse ni de sel)"	"F"	1	200
2587	687	"Chèvre (moyenne), crue"	"F"	1	200
2588	29	"Chevreuil, escalope, cru"	"F"	1	200
2589	488	"Chevreuil (moyenne), crue"	"F"	1	200
2590	28	"Chevreuil, ragoût (civet), cru"	"F"	1	200
2591	465	"Chicorée pain de sucre, crue"	"F"	1	200
2596	1648	"Chili con carne, préparé"	"F"	1	200
2597	932	"Chips de maïs"	"F"	1	200
2598	195	"Chocolat au lait"	"F"	1	200
2599	612	"Chocolat au lait, avec noisettes"	"F"	1	200
2600	643	"Chocolat au lait, avec nougat aux amandes et au miel"	"F"	1	200
2601	641	"Chocolat au lait avec raisins secs, noisettes et amandes"	"F"	1	200
2602	642	"Chocolat au lait, fourré à la crème de noisettes"	"F"	1	200
2603	642	"Branche"	"F"	0	200
2604	655	"Chocolat au lait fourré à la crème (Gianduja, Nougat)"	"F"	1	200
2605	654	"Chocolat au lait fourré à lâ€˜alcool"	"F"	1	200
2606	197	"Chocolat blanc"	"F"	1	200
2607	960	"Chocolat en poudre"	"F"	1	200
2608	196	"Chocolat noir"	"F"	1	200
2609	1028	"Chou blanc, à la vapeur (sans adjonction de sel)"	"F"	1	200
2610	1029	"Chou blanc, à l'étuvée (sans adjonction de graisse ni de sel)"	"F"	1	200
2611	453	"Chou blanc, cru"	"F"	1	200
2612	647	"Choucroute, mariné dans du vinaigre"	"F"	1	200
2613	1021	"Chou de Bruxelles, à la vapeur (sans adjonction de sel)"	"F"	1	200
2614	363	"Chou de Bruxelles, cru"	"F"	1	200
2615	1007	"Chou de Chine, à l'étuvée (sans adjonction de graisse ni de sel)"	"F"	1	200
2616	437	"Chou de Chine, cru"	"F"	1	200
2617	437	"Chou chinois"	"F"	0	200
2618	1004	"Chou-fleur, à la vapeur (sans adjonction de sel)"	"F"	1	200
2620	1030	"Chou frisé, à la vapeur (sans adjonction de sel)"	"F"	1	200
2621	454	"Chou frisé (pommé), cru"	"F"	1	200
2622	13401	"Chou plume, à l'étuvée (sans adjonction de sel ni de graisse)"	"F"	1	200
2623	13401	"Chou frisé non pommé"	"F"	0	200
2624	13400	"Chou plume, cru"	"1"	1	200
2625	13400	"Chou frisé non pommé"	"1"	0	200
2626	1014	"Chou-pomme, à la vapeur (sans adjonction de sel)"	"F"	1	200
2627	1014	"Chou-rave"	"F"	0	200
2630	1022	"Chou rouge, à l'étuvée (sans adjonction de graisse ni de sel)"	"F"	1	200
2631	364	"Chou rouge, cru"	"3"	1	200
2632	374	"Ciboulette, crue"	"F"	1	200
2633	512	"Cidre de pomme, 4 vol%"	"F"	1	200
2634	513	"Cidre de pomme, 6.2 vol%"	"F"	1	200
2635	398	"Citron, cru"	"F"	1	200
2636	1498	"Cocktail au crevette, préparé"	"F"	1	200
2637	874	"Coeurs de France"	"F"	1	200
2638	476	"Coing, cru"	"F"	1	200
2639	1055	"Coing, cuit, égoutté (sans adjonction de sucre)"	"F"	1	200
2640	636	"Concentré de tomates"	"F"	1	200
2641	636	"Purée de tomates"	"F"	0	200
2643	696	"Confiture"	"F"	1	200
2644	697	"Confiture, avec valeur énergétique réduite, édulcorée"	"F"	1	200
2645	715	"Coppa"	"F"	1	200
2646	917	"Coquin (Sablés à la confiture)"	"F"	1	200
2647	1650	"Cordon bleu de porc, sauté"	"F"	1	200
2648	1649	"Cordon bleu de veau, sauté"	"F"	1	200
2649	211	"Corégone / Lavaret, cru"	"F"	1	200
2650	211	"Féra"	"F"	0	200
2651	940	"Cornflakes"	"F"	1	200
2652	491	"Cornichon au vinaigre"	"F"	1	200
2653	758	"Cotechino"	"F"	1	200
2654	13322	"Côtelette (moyenne de veau, boeuf, agneau), grillée (sans adjonction de graisse ni de sel)"	"F"	1	200
2655	1107	"Côtelette (moyenne de veau, porc, agneau), crue"	"2"	1	200
2658	1093	"Cotto (produit à base de viande)"	"F"	1	200
2659	1020	"Courge, à la vapeur (sans adjonction de sel)"	"F"	1	200
2660	480	"Courge, crue"	"n"	1	200
2661	480	"Potiron"	"n"	0	200
2662	1031	"Courgette, à la vapeur (sans sel ni graisse)"	"F"	1	200
2663	367	"Courgette, crue"	"n"	1	200
2664	950	"Crackers, biscuits salés"	"F"	1	200
2665	69	"Crème à café UHT"	"F"	1	200
2668	13413	"Crème à la vanille, cuite"	"F"	1	200
2669	807	"Crème au chocolat"	"F"	1	200
2670	10532	"Crème d'anchois"	"F"	1	200
2671	1195	"Crème (en moyenne)"	"F"	1	200
2672	65	"Crème entière, pasteurisée"	"O"	1	200
2674	694	"Crème glacée, aux fruits"	"F"	1	200
2675	694	"Glace"	"F"	0	200
2676	1489	"Crêpes au camembert, préparés"	"F"	1	200
2677	1495	"Crêpes au jambon, préparés"	"F"	1	200
2678	1496	"Crêpes au lard, préparés"	"F"	1	200
2679	1494	"Crêpes au Nutella, préparés"	"F"	1	200
2680	1488	"Crêpes au sucre et cannelle, préparés"	"F"	1	200
2681	1491	"Crêpes aux champignons, préparés"	"F"	1	200
2682	1493	"Crêpes aux légumes, préparés"	"F"	1	200
2683	1487	"Crêpes nature, préparés"	"F"	1	200
2684	371	"Cresson, cru"	"F"	1	200
2685	766	"Crevette, crue"	"F"	1	200
2686	1497	"Crevette, cuite"	"F"	1	200
2687	834	"Croissant au beurre, complet"	"F"	1	200
2688	914	"Croissant aux noisette, pâte levée"	"F"	1	200
2689	913	"Croissant aux noisettes, pâte feuilletée"	"F"	1	200
2690	836	"Croissant blanc au beurre"	"F"	1	200
2691	835	"Croissant de Sils"	"F"	1	200
2692	10406	"Croissant (moyenne)"	"F"	1	200
2693	1601	"Croûte au fromage, préparée"	"F"	1	200
2694	1099	"Crustacé, cru (moyen)"	"F"	1	200
2696	67	"Demi-crème, pasteurisée"	"2"	1	200
2697	68	"Demi-crème, UHT"	"2"	1	200
2699	713	"Dinde, poitrine, escalope ou émincé, crue"	"1"	1	200
2700	13275	"Dinde, poitrine, escalope ou émincé, grillée (sans adjonction de graisse ni de sel)"	"F"	1	200
2701	798	"Double crème, pasteurisée"	"F"	1	200
2702	10535	"Dulce de Leche"	"F"	1	200
2703	10535	"Confiture au lait"	"F"	0	200
2704	520	"Eau-de-vie de canne à sucre (p.ex. Rhum)"	"F"	1	200
2705	518	"Eau-de-vie de céréales, 40% vol (p.ex. Whisky)"	"F"	1	200
2706	644	"Eau-de-vie de cerises (Kirsch)"	"F"	1	200
2707	519	"Eau-de-vie de vin (p. ex. Cognac, brandy)"	"F"	1	200
2708	47	"Eau potable (en moyenne en Suisse)"	"F"	1	200
2709	646	"Eaux-de-vie, 40 vol% (p.ex. Vodka, Gin)"	"F"	1	200
2710	13318	"Emincé (moyenne de veau, boeuf, porc, volaille), grillée (sans adjonction de graisse ni de"	"F"	1	200
2711	555	"Emmentaler, gras"	"n"	1	200
2712	1006	"Endive, à la vapeur (sans adjonction de sel)"	"F"	1	200
2713	1006	"Chicorée de Bruxelles"	"F"	0	200
2714	447	"Endive, crue"	"0"	1	200
2715	447	"Chicorée de Bruxelles"	"0"	0	200
2716	1025	"Épinard, à la vapeur (sans adjonction de sel)"	"F"	1	200
2717	365	"Épinard, cru"	"n"	1	200
2718	1681	"Escalope de veau, grillée au colza HOLL"	"F"	1	200
2719	1101	"Escalope (moyenne de veau, boeuf, porc, poulet), crue"	"O"	1	200
2720	13319	"Escalope (moyenne de volaille, veau, boeuf, porc), grillée (sans adjonction de graisse ni "	"F"	1	200
2721	915	"Escargot aux noisette, pâte levée"	"F"	1	200
2722	876	"Etoiles à la cannelle"	"F"	1	200
2723	1190	"Expresso crème, non sucré"	"F"	1	200
2724	1399	"Farine à spätzli"	"F"	1	200
2725	1136	"Farine claire (moyenne)"	"F"	1	200
2726	206	"Farine de blé, complète, type 1700"	"F"	1	200
2727	206	"Froment"	"F"	0	200
2728	203	"Farine de blé (farine bise), type 1100"	"F"	1	200
2731	205	"Farine de blé (farine fleur), type 400"	"F"	1	200
2732	207	"Farine de blé (farine mi-blanche), type 720"	"F"	1	200
2733	1041	"Farine d'épeautre bise, type 1100"	"F"	1	200
2734	1043	"Farine d'épeautre blanche, type 550"	"F"	1	200
2735	1042	"Farine d'épeautre, complète, type 1900"	"2"	1	200
2736	420	"Farine de sarrasin"	"N"	1	200
2737	420	"Blé noir"	"N"	0	200
2738	749	"Farine de seigle, complète egrugée, type 1800"	"F"	1	200
2739	752	"Farine de seigle, type 1050"	"N"	1	200
2740	748	"Farine de seigle, type 815"	"F"	1	200
2741	996	"Farine de soja, dégraissée"	"F"	1	200
2742	995	"Farine de soja, entière"	"F"	1	200
2743	1135	"Farine (moyenne)"	"F"	1	200
2744	426	"Fécule de maïs"	"F"	1	200
2745	426	"Amidon de maîs"	"F"	0	200
2746	497	"Fécule de pommes de terre"	"F"	1	200
2747	497	"Amidon de pommes de terre"	"F"	0	200
2748	1008	"Fenouil, à la vapeur (sans adjonction de sel)"	"F"	1	200
2749	352	"Fenouil, cru"	"N"	1	200
2752	924	"Feuilleté à la crème"	"F"	1	200
2753	1061	"Fève de soja, cuite (sans adjonction de graisse ni de sel)"	"F"	1	200
2754	442	"Fève de soja, sèche"	"F"	1	200
2755	386	"Figue, crue"	"F"	1	200
2757	809	"Flan à la vanille"	"F"	1	200
2758	809	"Pouding"	"F"	0	200
2759	806	"Flan au caramel"	"F"	1	200
2760	810	"Flan au chocolat"	"F"	1	200
2761	753	"Flétan, cru"	"F"	1	200
2762	481	"Flet, cru"	"F"	1	200
2763	13351	"Flet, filet, à la vapeur (sans adjonction de graisse ni de sel)"	"F"	1	200
2764	681	"Flips aux cacahuètes"	"F"	1	200
2765	1696	"Flocons de céréales (moyenne)"	"F"	1	200
2766	860	"Flocons de pomme de terre, avec poudre de lait et sel (purée instantanée)"	"F"	1	200
2767	928	"Flûte feuilletté"	"F"	1	200
2768	13320	"Foie (moyenne de boeuf, veau, porc, volaille), grillé (sans adjonction de graisse ni de se"	"F"	1	200
2769	10377	"Foie (moyenne de veau, boeuf, porc, poulet), cru"	"O"	1	200
2770	797	"Fondue classique, préparé"	"F"	1	200
2771	1475	"Fondue moitié-moitié, préparé"	"F"	1	200
2772	1476	"Fondue sans alcool, préparé"	"F"	1	200
2773	385	"Fraise, crue"	"9"	1	200
2774	390	"Framboise, crue"	"9"	1	200
2775	818	"Frites au four, surgelées"	"F"	1	200
2776	13392	"Fromage affiné à pâte molle, à la crème"	"-"	1	200
2777	13391	"Fromage affiné à pâte molle, gras"	"9"	1	200
2778	1193	"Fromage à pâte dure et mi-dure, grasse (en moyenne)"	"F"	1	200
2779	631	"Fromage à pâte molle, double crème"	"F"	1	200
2780	1197	"Fromage à pâte molle (en moyenne sans produits en matières grasses reduites)"	"F"	1	200
2782	507	"Fromage aux herbes glaronnais"	"F"	1	200
2783	507	"Schabziger"	"F"	0	200
2784	1191	"Fromage bleu (moyenne)"	"F"	1	200
2785	1211	"Fromage des alpes bernoises"	"F"	1	200
2786	1084	"Fromage d'Italie"	"F"	1	200
2787	565	"Fromage fondu à tartiner, à la crème"	"F"	1	200
2788	561	"Fromage fondu à tartiner, au lait entier"	"F"	1	200
2789	560	"Fromage fondu à tartiner, quart-gras"	"F"	1	200
2790	563	"Fromage fondu en tranches, à la crème"	"F"	1	200
2793	567	"Fromage frais, double crème"	"F"	1	200
2794	1196	"Fromage râpé"	"F"	1	200
2795	986	"Fruit de la passion, cru"	"F"	1	200
2796	986	"Grenadille"	"F"	0	200
2797	1123	"Fruit (moyenne), cru"	"F"	1	200
2798	1124	"Fruit (moyenne), cuit (sans adjonction de sucre)"	"F"	1	200
2799	1120	"Fruits (moyenne), séchés"	"F"	1	200
2800	802	"Gallette de riz complet"	"F"	1	200
2801	901	"Gateau au beurre"	"F"	1	200
2802	1543	"Gateau au fromage, cuit au four (pâte à gateau)"	"F"	1	200
2803	1544	"Gateau au fromage, cuit au four (pâte feuilletée)"	"F"	1	200
2804	902	"Gateau au noix d' Engadine"	"F"	1	200
2805	916	"Gateau aux carottes"	"F"	1	200
2806	1566	"Gateau aux épinards, cuit au four (pâte à gateau)"	"F"	1	200
2807	1567	"Gateau aux épinards, cuit au four (pâte feuilletée)"	"F"	1	200
2808	1616	"Gateau aux oignons, cuit au four (pâte à gateau)"	"F"	1	200
2809	1615	"Gateau aux oignons, cuit au four (pâte feuilletée)"	"F"	1	200
2810	1617	"Gateau aux tomates, cuit au four (pâte feuilletée)"	"F"	1	200
2811	1618	"Gateu aux tomates, cuit au four (pâte à gateau)"	"F"	1	200
2812	1090	"Gendarme"	"F"	1	200
2814	1125	"Gibier (moyenne), cru"	"F"	1	200
2815	13281	"Gibier (moyenne), cuit (sans adjonction de graisse ni de sel)"	"F"	1	200
2816	893	"Glace à l'eau"	"F"	1	200
2818	276	"Graine de courge"	"n"	1	200
2819	277	"Graine de lin"	"4"	1	200
2820	280	"Graine de sésame"	"n"	1	200
2821	281	"Graine de tournesol"	"-"	1	200
2822	1170	"Graines oléagineuses (moyenne), non salés"	"F"	1	200
2823	1170	"Fruits à coque"	"F"	0	200
2824	708	"Graisse de palme - Huile de palme"	"F"	1	200
2825	1580	"Gratin de légumes, cuit au four"	"F"	1	200
2826	1611	"Gratin de pâtes au jambon, préparé"	"F"	1	200
2827	1599	"Gratin de pommes de terre dauphinois, préparé"	"F"	1	200
2828	1600	"Gratin de pommes de terre savoyard, préparé"	"F"	1	200
2829	400	"Groseille à maquereau, crue"	"F"	1	200
2830	391	"Groseille rouge, crue"	"F"	1	200
2831	391	"Raisinet"	"F"	0	200
2833	1583	"Hamburger (boeuf), grillé au colza HOLL"	"F"	1	200
2834	13388	"Haricot commun (tout type), grain mature, cuit (sans adjonction de graisse ni de sel)"	"F"	1	200
2835	13387	"Haricot commun (tout type), grain mature, sec"	"-"	1	200
2836	13387	"Haricot blanc"	"-"	0	200
2837	1009	"Haricot (vert), à la vapeur (sans adjonction de sel)"	"F"	1	200
2838	353	"Haricot vert, cru"	"F"	1	200
2839	473	"Haricot (vert) sec, cru"	"2"	1	200
2840	1590	"Hot Dog en pain blanc avec ketchup et moutarde"	"F"	1	200
2841	596	"Huile d'arachide"	"2"	1	200
2842	589	"Huile de chardon"	"F"	1	200
2843	589	"Huile de carthame"	"F"	0	200
2844	601	"Huile de coco"	"F"	1	200
2845	600	"Huile de colza"	"2"	1	200
2846	1069	"Huile de colza HOLL (high oleic, low linolenic)"	"F"	1	200
2847	593	"Huile de germes de blé"	"F"	1	200
2848	13404	"Huile de graines de courge"	"F"	1	200
2849	13405	"Huile de lin, pressée à froid"	"F"	1	200
2850	412	"Huile de maïs"	"F"	1	200
2851	13402	"Huile de noix"	"F"	1	200
2852	592	"Huile de pépins de raisin"	"F"	1	200
2853	603	"Huile de soja"	"F"	1	200
2854	598	"Huile de tournesol"	"2"	1	200
2855	1068	"Huile de tournesol HO, raffinée"	"F"	1	200
