ID	ID V 4.0	ID SwissFIR	Nom	Synonymes	Catégorie	Densité	Unité de matrice	Énergie, kilojoules	Dérivation de la valeur	Source	Énergie, calories	Dérivation de la valeur	Source	Lipides, totaux (g)	Dérivation de la valeur	Source	Acides gras, saturés (g)	Dérivation de la valeur	Source	Acides gras, mono-insaturés (g)	Dérivation de la valeur	Source	Acides gras, poly-insaturés (g)	Dérivation de la valeur	Source	Cholestérol (mg)	Dérivation de la valeur	Source	Glucides, disponibles (g)	Dérivation de la valeur	Source	Sucres (g)	Dérivation de la valeur	Source	Amidon (g)	Dérivation de la valeur	Source	Fibres alimentaires (g)	Dérivation de la valeur	Source	Proteines (g)	Dérivation de la valeur	Source	Sel (NaCl) (g)	Dérivation de la valeur	Source	Alcool (g)	Dérivation de la valeur	Source	Eau (g)	Dérivation de la valeur	Source	Activité de vitamine A, RE (µg-RE)	Dérivation de la valeur	Source	Activité de vitamine A, RAE (µg-RE)	Dérivation de la valeur	Source	Equivalents d’all-transrétinol (µg-RE)	Dérivation de la valeur	Source	Activité de bétacarotène (µg-BCE)	Dérivation de la valeur	Source	Bétacarotène (µg)	Dérivation de la valeur	Source	Vitamine B1 (thiamine) (mg)	Dérivation de la valeur	Source	Vitamine B2 (riboflavine) (mg)	Dérivation de la valeur	Source	Vitamine B6 (pyridoxine) (mg)	Dérivation de la valeur	Source	Vitamine B12 (cobalamine) (µg)	Dérivation de la valeur	Source	Niacine (mg)	Dérivation de la valeur	Source	Folate (µg)	Dérivation de la valeur	Source	Acide pantothénique (mg)	Dérivation de la valeur	Source	Vitamine C (acide ascorbique) (mg)	Dérivation de la valeur	Source	Vitamine D (calciférol) (µg)	Dérivation de la valeur	Source	Activité de vitamine E (mg-ATE)	Dérivation de la valeur	Source	Potassium (K) (mg)	Dérivation de la valeur	Source	Sodium (Na) (mg)	Dérivation de la valeur	Source	Clor (Cl) (mg)	Dérivation de la valeur	Source	Calcium (Ca) (mg)	Dérivation de la valeur	Source	Magnésium (Mg) (mg)	Dérivation de la valeur	Source	Phosphore (P) (mg)	Dérivation de la valeur	Source	Fer (Fe) (mg)	Dérivation de la valeur	Source	Iode (I) (µg)	Dérivation de la valeur	Source	Zinc (Zn)  (mg)	Dérivation de la valeur	Source	Sélénium (Se) (µg)	Dérivation de la valeur	Source	Entrée modifiée
10	4430	811090	Veau, foie, cru		Viande et abats/Veau		par 100 g de portion comestible	569	Calcul automatisé		135	Calcul automatisé		4.3	-	8	1.3	-	8	0.8	-	8	1.1	-	8	350	-	8	4.6	-	8	0	Estimation	51	n.i.			0	Estimation	51	19.6	-	8	0.2	Calcul automatisé		0	Estimation	51	70.3	-	8	11457	Calcul automatisé		11443	Calcul automatisé		11430	-	100	160	-	145	n.i.			0.24	-	8	2.54	-	8	0.9	-	8	60	-	8	14.44	-	8	240	-	34	7.9	-	163	23	-	8	0.3	-	8	0.24	-	8	300	-	8	68	-	8	90	-	8	9	-	8	19	-	8	330	-	8	7.4	-	8	4.3	-	8	4	-	8	n.i.			No
11	4431	812048	Veau, haché, cru		Viande et abats/Veau		par 100 g de portion comestible	437	Calcul automatisé		104	Calcul automatisé		2.4	-	146	1.2	-	146	1.3	-	146	0.4	-	146	72	-	146	0	Estimation	51	0	Estimation	51	n.i.			0	Estimation	51	20.5	-	1406	0.1	Calcul automatisé		0	Estimation	51	75.3	-	146	6	Calcul automatisé		5	Calcul automatisé		<5	-	163	<5	-	51	<5	-	163	0.08	-	108	0.19	-	108	0.51	-	146	1.6	-	163	n.i.			7	-	34	1.5	-	163	0	Estimation	51	5	-	163	0.5	-	163	330	-	146	57	-	146	68	-	8	4.9	-	146	20	-	146	190	-	146	0.8	-	146	1.9	-	88	3.3	-	146	n.i.			No
661	4595	1001218	Veau, jarret, cru		Viande et abats/Veau		par 100 g de portion comestible	513	Calcul automatisé		122	Calcul automatisé		4.4	-	9	1.4	-	9	1.4	-	9	0.4	-	9	70	-	9	0	-	9	0	-	9	0	Estimation	51	0	-	22	20.7	-	9	0.2	Calcul automatisé		0	-	22	73.8	-	9	6	Calcul automatisé		5	Calcul automatisé		<5	-	163	<5	-	51	<5	-	163	0.08	-	9	0.27	-	9	0.45	-	9	1	-	9	9.28	-	9	14	-	9	1.06	-	9	0	-	9	tr.	-	22	0.3	-	9	360	-	9	62	-	9	66	-	9	5	-	9	26	-	9	220	-	9	2.3	-	9	0.1	-	9	2.3	-	9	n.i.			No
13377			Veau, jarret, cuit (sans adjonction de graisse ni de sel)	Ossobuco	Viande et abats/Veau		par 100 g de portion comestible	802	Calcul automatisé		191	Calcul automatisé		6.8	Calcul sur la base des ingrédients		2.2	Calcul sur la base des ingrédients		2.1	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		109	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		32.3	Calcul sur la base des ingrédients		0.1	Calcul automatisé		0	Calcul sur la base des ingrédients		60.9	Calcul automatisé		9	Calcul automatisé		8	Calcul automatisé		8	Calcul sur la base des ingrédients		8	Calcul sur la base des ingrédients		6	Calcul sur la base des ingrédients		0.06	Calcul sur la base des ingrédients		0.35	Calcul sur la base des ingrédients		0.32	Calcul sur la base des ingrédients		0.94	Calcul sur la base des ingrédients		8.7	Calcul sur la base des ingrédients		14.2	Calcul sur la base des ingrédients		1.16	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.35	Calcul sur la base des ingrédients		280	Calcul sur la base des ingrédients		44	Calcul sur la base des ingrédients		100	Calcul sur la base des ingrédients		6.6	Calcul sur la base des ingrédients		26	Calcul sur la base des ingrédients		270	Calcul sur la base des ingrédients		3.5	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		3.5	Calcul sur la base des ingrédients		n.i.			Oui
674	4593	1001234	Veau, langue, crue		Viande et abats/Veau		par 100 g de portion comestible	754	Calcul automatisé		181	Calcul automatisé		11.6	-	9	4.2	-	9	5.3	-	9	0.9	-	9	100	-	9	1.9	-	9	tr.	-	22	0	-	22	0	-	22	17.2	-	9	0.2	Calcul automatisé		0	-	22	68.4	-	9	13	Calcul automatisé		12	Calcul automatisé		10	Estimation	51	19	Estimation	51	19	-	110	0.15	-	9	0.29	-	9	0.13	-	9	4	-	9	3.7	-	9	5	-	9	2	-	9	2.7	-	9	tr.	-	22	0.1	-	9	210	-	9	86	-	9	15	-	9	9	-	9	17	-	9	190	-	9	2.8	-	9	2.3	-	9	2.6	-	9	n.i.			No
662	4723	1001219	Veau, noix, escalope, crue		Viande et abats/Veau		par 100 g de portion comestible	434	Calcul automatisé		103	Calcul automatisé		1.6	-	24	0.5	-	24	0.5	-	24	0.2	-	24	65	-	24	0	-	24	0	-	22	0	Estimation	51	0	-	22	22.2	-	24	0.2	Calcul automatisé		0	-	22	75.3	-	24	6	Calcul automatisé		5	Calcul automatisé		<5	-	163	<5	-	51	<5	-	163	0.08	-	9	0.28	-	9	0.47	-	9	1.1	-	9	9.56	-	9	14	-	9	1.09	-	9	0	-	9	tr.	-	22	0.26	-	9	370	-	9	64	-	9	69	-	9	5	-	9	27	-	9	220	-	9	2.3	-	9	0.1	-	9	2.3	-	9	n.i.			No
14	4756	812053	Veau, pièce ronde, tranche, cru		Viande et abats/Veau		par 100 g de portion comestible	439	Calcul automatisé		104	Calcul automatisé		1.8	-	146	0.8	-	146	0.9	-	146	0.4	-	146	63	-	146	0	Estimation	51	0	Estimation	51	n.i.			0	Estimation	51	21.9	-	146	0.1	Calcul automatisé		0	Estimation	51	74.6	-	146	6	Calcul automatisé		5	Calcul automatisé		<5	-	163	<5	-	51	<5	-	163	0.08	-	108	0.19	-	108	0.46	-	146	1.6	-	163	n.i.			7	-	34	1.5	-	163	0	Estimation	51	5	-	163	0.5	-	163	370	-	146	43	-	146	67	-	8	4	-	146	20	-	146	210	-	146	0.5	-	146	1.8	-	88	2.1	-	146	n.i.			No
1	3551	811047	Veau, poitrine, crue		Viande et abats/Veau		par 100 g de portion comestible	848	Calcul automatisé		204	Calcul automatisé		14.5	-	146	6.2	-	146	6.8	-	146	1.1	-	146	73	-	146	0	Estimation	51	0	Estimation	51	n.i.			0	Estimation	51	18.3	-	146	0.2	Calcul automatisé		0	Estimation	51	63.9	-	146	6	Calcul automatisé		5	Calcul automatisé		<5	-	163	<5	-	51	<5	-	163	0.08	-	108	0.19	-	108	0.32	-	146	1.6	-	163	n.i.			7	-	34	1.5	-	163	0	Estimation	51	5	-	163	0.29	-	107	310	-	146	64	-	146	67	-	8	5.3	-	146	18	-	146	170	-	146	0.6	-	146	1.9	-	88	2.6	-	146	n.i.			No
1071	3556		Veau, poitrine, cuite (sans adjonction de graisse ni de sel)		Viande et abats/Veau		par 100 g de portion comestible	1210	Calcul automatisé		291	Calcul automatisé		20.7	Calcul sur la base des ingrédients		8.8	Calcul sur la base des ingrédients		9.7	Calcul sur la base des ingrédients		1.6	Calcul sur la base des ingrédients		104	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		n.i.			0	Calcul sur la base des ingrédients		26.1	Calcul sur la base des ingrédients		0.1	Calcul automatisé		0	Calcul sur la base des ingrédients		53.1	Calcul automatisé		8	Calcul automatisé		8	Calcul automatisé		7	Calcul sur la base des ingrédients		7	Calcul sur la base des ingrédients		5	Calcul sur la base des ingrédients		0.05	Calcul sur la base des ingrédients		0.22	Calcul sur la base des ingrédients		0.18	Calcul sur la base des ingrédients		1.37	Calcul sur la base des ingrédients		n.i.			6.5	Calcul sur la base des ingrédients		1.29	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		5.4	Calcul sur la base des ingrédients		0.31	Calcul sur la base des ingrédients		220	Calcul sur la base des ingrédients		41	Calcul sur la base des ingrédients		96	Calcul sur la base des ingrédients		6.1	Calcul sur la base des ingrédients		15	Calcul sur la base des ingrédients		160	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		2.7	Calcul sur la base des ingrédients		3.7	Calcul sur la base des ingrédients		n.i.			Oui
15	4755	812054	Veau, ragoût, cru		Viande et abats/Veau		par 100 g de portion comestible	429	Calcul automatisé		102	Calcul automatisé		2.4	-	146	1.1	-	146	1.3	-	146	0.4	-	146	72	-	146	0	Estimation	51	0	Estimation	51	n.i.			0	Estimation	51	20	-	146	0.1	Calcul automatisé		0	Estimation	51	74.1	-	146	6	Calcul automatisé		5	Calcul automatisé		<5	-	163	<5	-	51	<5	-	163	0.08	-	108	0.19	-	108	0.51	-	146	1.6	-	163	n.i.			7	-	34	1.5	-	163	0	Estimation	51	5	-	163	0.29	-	107	330	-	146	57	-	146	68	-	8	4.7	-	146	19	-	146	190	-	146	0.6	-	146	0.8	-	88	3.7	-	146	n.i.			No
672	4721	1001232	Veau, ris, cru		Viande et abats/Veau		par 100 g de portion comestible	418	Calcul automatisé		99	Calcul automatisé		3.4	-	9	1.3	-	9	1.1	-	9	0.2	-	9	268	-	9	0	-	36	0	-	36	0	-	22	0	-	22	17.2	-	9	0.2	Calcul automatisé		0	-	22	77.8	-	9	5	Calcul automatisé		5	Calcul automatisé		5	-	8	0	Estimation	51	0	Estimation	51	0.08	-	9	0.17	-	9	0.03	-	9	6	-	9	2.58	-	9	15	-	9	1	-	9	56	-	9	tr.	-	22	0.2	-	9	430	-	9	83	-	9	120	-	9	4	-	9	16	-	9	560	-	9	1.9	-	9	4	-	9	1.9	-	9	n.i.			No
673	4594	1001233	Veau, rognon, cru		Viande et abats/Veau		par 100 g de portion comestible	470	Calcul automatisé		112	Calcul automatisé		5	-	9	2.2	-	9	1.2	-	9	0.3	-	9	364	-	9	1	-	9	tr.	-	22	0	-	22	0	-	22	15.8	-	9	0.4	Calcul automatisé		0	-	22	77	-	9	210	Calcul automatisé		210	Calcul automatisé		210	-	8	0	Estimation	51	0	Estimation	51	0.37	-	9	2.5	-	9	0.5	-	9	28.2	-	9	6.47	-	9	80	-	9	4	-	9	12.7	-	9	0.5	-	9	0.2	-	9	270	-	9	180	-	9	250	-	9	11	-	9	16	-	9	240	-	9	12	-	9	4.2	-	9	1.8	-	9	n.i.			No
514	4691	1001018	Vermouth, 15 vol% (p.e. Martini)		Boissons alcoolisées/Vin	1	par 100 ml	582	Calcul automatisé		139	Calcul automatisé		0	-	43	0	-	43	0	-	43	0	-	43	0	Estimation	51	13.5	-	43	13.5	-	43	0	-	43	0	-	43	0.1	-	43	0.1	Calcul automatisé		12.1	-	43	74	-	43	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	-	145	0	Estimation	51	tr.	-	43	tr.	-	43	tr.	-	43	0	-	43	tr.	-	43	tr.	-	43	tr.	-	43	0	-	43	0	-	43	0	-	43	42	-	43	20	-	43	tr.	-	22	8	-	43	5.4	-	43	6.9	-	43	0.5	-	43	tr.	-	22	tr.	-	22	n.i.			No
1103	3643		Viande de bœuf (moyenne sans abats ni côte), crue		Viande et abats/Bœuf		par 100 g de portion comestible	565	Calcul automatisé		134	Calcul automatisé		5.4	Calcul sur la base des ingrédients		2.4	Calcul sur la base des ingrédients		2.3	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		53	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		21.4	Calcul sur la base des ingrédients		0.1	Calcul automatisé		0	Calcul sur la base des ingrédients		73.2	Calcul automatisé		7	Calcul automatisé		6	Calcul automatisé		5	Calcul sur la base des ingrédients		10	Calcul sur la base des ingrédients		10	Calcul sur la base des ingrédients		0.07	Calcul sur la base des ingrédients		0.15	Calcul sur la base des ingrédients		0.31	Calcul sur la base des ingrédients		2.85	Calcul sur la base des ingrédients		4.82	Calcul sur la base des ingrédients		5.9	Calcul sur la base des ingrédients		0.68	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		0.44	Calcul sur la base des ingrédients		330	Calcul sur la base des ingrédients		45	Calcul sur la base des ingrédients		69	Calcul sur la base des ingrédients		4.5	Calcul sur la base des ingrédients		20	Calcul sur la base des ingrédients		180	Calcul sur la base des ingrédients		1.8	Calcul sur la base des ingrédients		1.6	Calcul sur la base des ingrédients		4.5	Calcul sur la base des ingrédients		n.i.			Oui
1102	3995		Viande de porc (moyenne sans abats ni côtelette ni pied), crue		Viande et abats/Porc		par 100 g de portion comestible	671	Calcul automatisé		160	Calcul automatisé		8.3	Calcul sur la base des ingrédients		2.9	Calcul sur la base des ingrédients		3.6	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		63	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		21.4	Calcul sur la base des ingrédients		0.2	Calcul automatisé		0	Calcul sur la base des ingrédients		70.3	Calcul automatisé		3	Calcul automatisé		3	Calcul automatisé		3	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.83	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		0.49	Calcul sur la base des ingrédients		0.77	Calcul sur la base des ingrédients		4.41	Calcul sur la base des ingrédients		3.4	Calcul sur la base des ingrédients		0.81	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		0.31	Calcul sur la base des ingrédients		330	Calcul sur la base des ingrédients		64	Calcul sur la base des ingrédients		66	Calcul sur la base des ingrédients		6	Calcul sur la base des ingrédients		21	Calcul sur la base des ingrédients		180	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		2.7	Calcul sur la base des ingrédients		n.i.			Oui
1106	4027		Viande de veau (moyenne sans abats ni côtelette), crue		Viande et abats/Veau		par 100 g de portion comestible	536	Calcul automatisé		128	Calcul automatisé		4.8	Calcul sur la base des ingrédients		1.9	Calcul sur la base des ingrédients		2	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		71	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		21.1	Calcul sur la base des ingrédients		0.2	Calcul automatisé		0	Calcul sur la base des ingrédients		74.1	Calcul automatisé		6	Calcul automatisé		5	Calcul automatisé		5	Calcul sur la base des ingrédients		5	Calcul sur la base des ingrédients		5	Calcul sur la base des ingrédients		0.08	Calcul sur la base des ingrédients		0.23	Calcul sur la base des ingrédients		0.45	Calcul sur la base des ingrédients		1.47	Calcul sur la base des ingrédients		8.27	Calcul sur la base des ingrédients		10.1	Calcul sur la base des ingrédients		1.4	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		2.5	Calcul sur la base des ingrédients		0.35	Calcul sur la base des ingrédients		340	Calcul sur la base des ingrédients		66	Calcul sur la base des ingrédients		68	Calcul sur la base des ingrédients		9.7	Calcul sur la base des ingrédients		22	Calcul sur la base des ingrédients		200	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		2.6	Calcul sur la base des ingrédients		n.i.			Oui
1109	4025		Viande de volaille avec peau (moyenne), crue		Viande et abats/Volaille		par 100 g de portion comestible	631	Calcul automatisé		151	Calcul automatisé		7.6	Calcul sur la base des ingrédients		2.4	Calcul sur la base des ingrédients		3.5	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		74	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		20.7	Calcul sur la base des ingrédients		0.1	Calcul automatisé		0	Calcul sur la base des ingrédients		71.8	Calcul automatisé		16	Calcul automatisé		16	Calcul automatisé		16	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.14	Calcul sur la base des ingrédients		0.55	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		5.24	Calcul sur la base des ingrédients		9.6	Calcul sur la base des ingrédients		0.88	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		0.51	Calcul sur la base des ingrédients		300	Calcul sur la base des ingrédients		53	Calcul sur la base des ingrédients		81	Calcul sur la base des ingrédients		6.2	Calcul sur la base des ingrédients		22	Calcul sur la base des ingrédients		190	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		9.2	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		n.i.			Oui
1100	3998		Viande de volaille (moyenne sans abats), crue		Viande et abats/Volaille		par 100 g de portion comestible	550	Calcul automatisé		131	Calcul automatisé		4.8	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		2.2	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		68	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		21.9	Calcul sur la base des ingrédients		0.1	Calcul automatisé		0	Calcul sur la base des ingrédients		73.3	Calcul automatisé		10	Calcul automatisé		10	Calcul automatisé		10	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		0.15	Calcul sur la base des ingrédients		0.56	Calcul sur la base des ingrédients		0.43	Calcul sur la base des ingrédients		8.31	Calcul sur la base des ingrédients		10.1	Calcul sur la base des ingrédients		0.86	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		0.49	Calcul sur la base des ingrédients		320	Calcul sur la base des ingrédients		56	Calcul sur la base des ingrédients		74	Calcul sur la base des ingrédients		6.5	Calcul sur la base des ingrédients		24	Calcul sur la base des ingrédients		200	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		5.4	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		n.i.			Oui
1108	3997		Viande de volaille sans peau (moyenne sans abats), crue		Viande et abats/Volaille		par 100 g de portion comestible	482	Calcul automatisé		114	Calcul automatisé		2.5	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		63	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		22.9	Calcul sur la base des ingrédients		0.1	Calcul automatisé		0	Calcul sur la base des ingrédients		74.6	Calcul automatisé		5	Calcul automatisé		5	Calcul automatisé		5	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.12	Calcul sur la base des ingrédients		0.16	Calcul sur la base des ingrédients		0.56	Calcul sur la base des ingrédients		0.45	Calcul sur la base des ingrédients		10.35	Calcul sur la base des ingrédients		10.5	Calcul sur la base des ingrédients		0.85	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		0.48	Calcul sur la base des ingrédients		330	Calcul sur la base des ingrédients		58	Calcul sur la base des ingrédients		67	Calcul sur la base des ingrédients		6.7	Calcul sur la base des ingrédients		26	Calcul sur la base des ingrédients		210	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		2.2	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		n.i.			Oui
1104	4028		Viande émincée (moyenne de veau, boeuf, porc, poulet), crue		"Viande et abats/Veau	Viande et abats/Porc	Viande et abats/Bœuf	Viande et abats/Volaille"		par 100 g de portion comestible	498	Calcul automatisé		118	Calcul automatisé		3.3	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		1.4	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		59	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		22	Calcul sur la base des ingrédients		0.1	Calcul automatisé		0	Calcul sur la base des ingrédients		74.6	Calcul automatisé		4	Calcul automatisé		4	Calcul automatisé		4	Calcul sur la base des ingrédients		3	Calcul sur la base des ingrédients		3	Calcul sur la base des ingrédients		0.35	Calcul sur la base des ingrédients		0.14	Calcul sur la base des ingrédients		0.54	Calcul sur la base des ingrédients		0.85	Calcul sur la base des ingrédients		6.01	Calcul sur la base des ingrédients		4.7	Calcul sur la base des ingrédients		0.83	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		0.31	Calcul sur la base des ingrédients		340	Calcul sur la base des ingrédients		53	Calcul sur la base des ingrédients		60	Calcul sur la base des ingrédients		6.4	Calcul sur la base des ingrédients		22	Calcul sur la base des ingrédients		200	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		1.4	Calcul sur la base des ingrédients		2.3	Calcul sur la base des ingrédients		n.i.			Oui
13317			Viande hachée (moyenne boeuf, veau, porc, poulet), grillée (sans adjonction de graisse ni de sel)		Viande et abats		par 100 g de portion comestible	758	Calcul automatisé		181	Calcul automatisé		7.9	Calcul sur la base des ingrédients		3	Calcul sur la base des ingrédients		3.8	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		79	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		27.4	Calcul sur la base des ingrédients		0.1	Calcul automatisé		0	Calcul sur la base des ingrédients		64.7	Calcul automatisé		6	Calcul automatisé		5	Calcul automatisé		5	Calcul sur la base des ingrédients		3	Calcul sur la base des ingrédients		3	Calcul sur la base des ingrédients		0.41	Calcul sur la base des ingrédients		0.18	Calcul sur la base des ingrédients		0.42	Calcul sur la base des ingrédients		0.98	Calcul sur la base des ingrédients		6.35	Calcul sur la base des ingrédients		7	Calcul sur la base des ingrédients		0.74	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		0.39	Calcul sur la base des ingrédients		330	Calcul sur la base des ingrédients		52	Calcul sur la base des ingrédients		77	Calcul sur la base des ingrédients		5.2	Calcul sur la base des ingrédients		23	Calcul sur la base des ingrédients		200	Calcul sur la base des ingrédients		1.4	Calcul sur la base des ingrédients		1.9	Calcul sur la base des ingrédients		3.2	Calcul sur la base des ingrédients		5.3	Calcul sur la base des ingrédients		Oui
1105	3996		Viande hachée (moyenne de veau, boeuf, porc, poulet), crue		"Viande et abats/Veau	Viande et abats/Bœuf	Viande et abats/Porc	Viande et abats/Volaille"		par 100 g de portion comestible	599	Calcul automatisé		143	Calcul automatisé		6.2	Calcul sur la base des ingrédients		2.4	Calcul sur la base des ingrédients		3	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		62	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		21.6	Calcul sur la base des ingrédients		0.1	Calcul automatisé		0	Calcul sur la base des ingrédients		72.1	Calcul automatisé		5	Calcul automatisé		4	Calcul automatisé		4	Calcul sur la base des ingrédients		3	Calcul sur la base des ingrédients		3	Calcul sur la base des ingrédients		0.47	Calcul sur la base des ingrédients		0.15	Calcul sur la base des ingrédients		0.49	Calcul sur la base des ingrédients		1.01	Calcul sur la base des ingrédients		6.12	Calcul sur la base des ingrédients		7.3	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		0.36	Calcul sur la base des ingrédients		330	Calcul sur la base des ingrédients		48	Calcul sur la base des ingrédients		61	Calcul sur la base des ingrédients		4.2	Calcul sur la base des ingrédients		20	Calcul sur la base des ingrédients		190	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		2.6	Calcul sur la base des ingrédients		n.i.			Oui
1111	4029		Viande (moyenne sans abats), crue		"Viande et abats/Veau	Viande et abats/Volaille	Viande et abats/Agneau, mouton	Viande et abats/Bœuf	Viande et abats/Porc	Viande et abats/Gibier"		par 100 g de portion comestible	608	Calcul automatisé		145	Calcul automatisé		6.6	Calcul sur la base des ingrédients		2.4	Calcul sur la base des ingrédients		2.9	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		63	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		21.4	Calcul sur la base des ingrédients		0.1	Calcul automatisé		0	Calcul sur la base des ingrédients		72	Calcul automatisé		6	Calcul automatisé		5	Calcul automatisé		5	Calcul sur la base des ingrédients		2	Calcul sur la base des ingrédients		2	Calcul sur la base des ingrédients		0.44	Calcul sur la base des ingrédients		0.18	Calcul sur la base des ingrédients		0.46	Calcul sur la base des ingrédients		1.31	Calcul sur la base des ingrédients		5.54	Calcul sur la base des ingrédients		6	Calcul sur la base des ingrédients		0.82	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		0.38	Calcul sur la base des ingrédients		330	Calcul sur la base des ingrédients		58	Calcul sur la base des ingrédients		68	Calcul sur la base des ingrédients		6.3	Calcul sur la base des ingrédients		21	Calcul sur la base des ingrédients		190	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		2.1	Calcul sur la base des ingrédients		2.7	Calcul sur la base des ingrédients		n.i.			Oui
